ulasan_bersih,sentimen
nggak ada sesi konfirmasi setelah memesan gofood nggak sengaja kepencet pesan makanan terus nggak bisa dicancel gua nggak pernah ada kejadian kayak gini selama  tahun make aplikasi oren dongo emang ini gojek gimana kalo ada anak kecil nggak sengaja pesan makanan dalam jumlah banyak tanpa harus lewatin sesi konfirmasi nggak mikir apa ya,negatif
aplikasi nya sudah bagus tapi waktu itu komplain saya tidak diterima soalnya tidak menyertakan foto saya komplen karna saya pesan sate kambing tpi yang dateng sate ayam dan jumlahnya juga kurang lalu komplain saya tidak di terima karna tidak menyertakan foto pdahal saya beli lumayan mahal menurut keuangan saya,positif
aplikasi lintah darat suka mendzolimin driver nya sendiri dengan mengambil keuntungan yang berkali lipat sedangkan ke driver di kasih ongkir sekecil nya,negatif
kesulitan dlm mecari gocar hemat sering di ricek sehingga sering beralih ke gocar biasa pdhl sy sering menggunakan gocar jd lumayan ngirit klu pake gocar hemat karena sy sering bolak balik ke rumah sakit utk kontrol ibu saya ini terima kasih atas perhatiannya dari pihak manajemen gocar krn sangat membantu dgn adanya program hemat ini terutama utk para pensiunan tks,positif
kenapa setelah saya menyelesaikan orderan saldo orderan yang saya selesaikan tidak masuk sama seperti sebelumnya saya menyelesaikan orderan tapi tidak masuk saldonya dan besoknya orderannya di batalkan di kemanakan orderan jek di korupsi apa nggak cukup potongan besar dan ongkir masih segitu aja dan tidak ada kemajuan sama sekali tapi update terus pokoknya saya mau saldo saya kembali apa pun caranya,negatif
makin kesini tiap pesen gocar selalu susah cari drivernya begitu dapet driver malah banyak alasan dan kendala titik nya jauh lah ga bs di hubungi lah minta di cancel dengan alesan yg sesuai permintaan driver malah nyuruh customer yg cancel krn ga mau cancel dr drivernya management nya gimana nih akhirnya mending pakai aplikasi lain lebih cepet dpt driver dan lebih ramah drpd driver gocar,negatif
udah nunggu pesanan  jam lebih tibatiba dicancel otomatis dengan alasan driver lagi sibuk mending dicancel sejak awal aja kalo memang gak ada driver di sekitar resto ini udah nunggu  jam baru dicancel,negatif
walaupun pelayanan lumayan bagus tapi driver sering ga sesuai sama fotonya tolong dong sering update identitas bahaya kalo disalah gunakan juga hentikan jual beli akun langsung suspend aja kalo ketauan,negatif
habis ini mau saya uninstal pesan gocar jaman udah sabar nunggu supaya nggak mengecewakan driver eh udah nunggu lama malah di cancel terus dan riwayat drivernya juga ga ada klo driver yg cancel padahal perjalanan cuman sekitar menit lebih lama nunggunya kecewa banget si,negatif
makananmu lagi disiapin terus udah ditunggu  menitan tiba tiba restoran membatalkan pesanan diperbaiki lagi yang kayak gini merugikan customer masa lagi laper lapernya udah nunggu lama banget tiba tiba dibatalkan iya kalo cuma  resto lha ini dah nyoba pesen lagi pesen lagi tetep kayak gitu,negatif
sekarang tidak bisa diandalkan mulai dari cari driverl lama dpt driver yg udah jalan tiba² cancel harus nyari lagi nunggu lama lagi cari dari jam  full kendala sampai jam  sedangkan harusnya berangkat kerja jam 🤣 layanan terburuk🤫,negatif
goridenya udah bagus tapi gofoodnya masih bermasalah besar di driver saya sudah menunggu jam tidak dapat driver makanan sudah jadi tapi driver g dapat kasian restonya juga kalau makananya sudah jadi,negatif
kacau banget sistem untuk get drivernya baik itu gojek dan gocar tolong dibenerin kek saya sebagai users males banget nunggu kejauhan padahal banyak yang deket tapi malah dapet yang jauh dan kasian para driver setiap kali proses penjemputan jadi kejauhan makan bensin loh itu belum lagi kalo macet dan parahnya penjemputan itu kan ga dikenakan charge saran saya ini semoga bisa langsung tim product  businessnya yaa harapannya bisa disampaikan terimakasih,negatif
sudah  hari ini gojek saya tidak bisa buka harus aktivasi ketika selesai aktivasi akun keluar otomatis dan aplikasi tidak bisa digunakan tulisan error nya  kamu keluar dari akunmu maaf ya ada gangguan sedikit masuk lagi yuk tapi mo masuk gak bisa sampai tunggu  mnt login lagi tetap gak bisa apa karena versi os ketinggian saya pakai android  versi one ui  kalau sy coba di hp lain akun gojek saya tidak ada masalah mohon dibantu segera gojek terima kasih,negatif
sangat kecewa dengan pelayanannyaterutama go carsaya sudah pesan berkali selalu di canceltolong tertibkan para driver kaliangak bermutulama aplikasi gocar ini kagak bermutu  jam saya mesan gak ada yg mau ambil dan setiap sudah diambil di cancel sepihak tanpa pemberitahuan,negatif
ini kesalahaan pengguna jadi awalnya kan saya liat ada promo k di bagian goride nah saya penasaran dan asal pencet eh malahan langsung di cariin driver nya alhasil mau gak mau saya tetep naik juga mau ngesel juga gak bisa tujuan nya juga gak tau kemana ngasal entah kita pencet tujuannya ngasal apa dari apknya gak tau dah yah pokoknya di jadiin pengalaman aja supaya lain kali jgn asal pencet wkwk 🤣🤣,positif
aplikasi kebanyakan bug koneksi internet lancar tapi selalu terdeteksi terputus jaringan terutama di bagaian pembayaran ini mempersulit pemakaian sudah di complain tapi tidak ada tanggapan sama sekali,negatif
saya penguna android renot  saya beberapa kali jajan di sini saat sudah pesan makan driver sedang telfon hanya nada dering yang terdengar kalau bisa tlong perbaiki overall selain itu secara keseluruhan udah bagus,positif
ini go jek kenapa ya tiap buka menu makanan kok lemot banget jaringannya mau pake wifi dan kuota sama aja padahal sinyal bagus jadi gak nyaman buat pesan makanan,negatif
ngeselin mau bayar tagihan pay later tepat waktu malah trobel habis gitu besoknya denda  rb tolong perbaiki sistemnya padahal aku cek udah versi terbaru untuk pembayaran di hp ku satunya karena di hp lain juga gagal terus karena jaringan katanya padahal aplikasi yg lain lancar internetnya klo kaya gini gak lagi pake gojek deh,netral
yang bener aja ini aplikasi ada banyak promo pas sebelum beli pas ngisi gopay kok pada ilang semua promonya emang kapitalis ini bukan masalah promo atau bukannya tapi setidaknnya jangan bikin orang jadi kecewa lah dengan sistem php ini emangnya dikiranya orang yang ngisi gopay pasti orang yang mampu kah,negatif
order pertama dapat diver pertama tapi tidak ada notifikasi aktivitas dalam proses seolah tidak ada order lalu saya melakukan order ulang dapat driver kedua tapi ternyata aplikasi melakukan double order order muncul di dua driver bersamaan dan saya tidak bisa melakukan pembatalan transaksi di salah satu driver karena aktivitas di aplikasi tidak muncul yang membuat saya malas karena harus berdebat dengan driver driver mengecek hp saya untuk mengecek aplikasi yang ngebug buang waktu biaya,negatif
tolong layanan gofood bisa ga kaya dulu lagi banyak lo resto yg penyajiannya cepat karena nungguin aplikasi jadi lama kita mesen karena laparr jadi ga selera makan karena terlalu lama tolong ya du evaluasi lagi terimakasih,netral
driver motor mu hanya mau ambil orderan jika kondisi lalin normal  kondisi macet  hujan  panas  tidak ada yg mau ambil  dan juga untuk goshop  tidak mau ambil  hanya mau ambil go send  buat apa ada goshop kalo terus di cancel sama driver  posisi bali,netral
setelah migrasi gopay later ke mab malah ga bisa digunakansedangkan limit amat sangat cukupmau byr sisa tagihan semua nya ga bisa jg udah email ke cs mab ga di respon balik aja ke findaya makin turun aja performa gojek payah deehh,positif
buruk ya udah ssetengah jam lebih saya nunggu pesanan satu jam termasuk nunggu orderan gak sampai sampai juga  malah gak bisa chat resto chat driver juga gak di balas balas gimana sih,negatif
untuk kinerja aplikasi sudah bagus seperti maps yang akurat estimasi waktu yg tepat dan lain lain tetapi masih ada kesalahan sistem seperti yang saya alami seperti order  go ride yang datang ada  driver,netral
jarak resto ke lokasi pengantaran hanya km bayar ongkir rb bisa datang hanya dalam  menit bayar ongkir  bisa datang dalam waktu  menit dan bayar ongkir  datangnya sampe  menit luar biasa diskriminasi dan tidak manusiawinya konglomerat tidak akan masalah dengan ongkir yg lebih mahal dari pada harga makanan tapi kaum bawah mau makan saja harus nunggu  menit gak mungkin juga resto masak  porsi selama itu di tambah jaraknya cuma km,negatif
mohon maaf mau nanyakok setelah di update makin error nya contoh nya kayak aplikasi nya kadang loading kadang kagak ada jaringan padahal kuota saya penuhtolong dong untuk segera diperbaiki soal nya saya butuh sekali untuk berbagai keadaan,positif
kenapa dh klo saldo belum diisi mau order goride misal harganya murah giliran abis top up harganya naik percuma voucher gratis ongkir minbelanja rbrb klo barang kosong gk bisa di ganti dg barang yg lain yg harganya mgkn sama karena otomatis totalan belanja akan kurang dr rbrb mana klo barang kosong gk di out of stock lg,netral
mo mobil ato motorsemua aq nyaman untuk waktu tepat dan kalo untuk plat yg tidak sesuai dg yg di aplikasi itu drivernya kasih tau dan penjelasan dg baik sopankmrn aq dpt yg tdk sm dg tegas dan sopan baik drivernya kasih tau maaf mbak plat gak sesuai krn br di service pdhal aq sendiri lom nanya untuk etika di jalan sangat bagus dan untuk servicenya saat perjalanan baik dan hati dg gojek bs effisien semua dan dg gojek aq bs dpt kemudahan thanks gojek🙏,positif
drivernya mulai banyak yang jual mahal dan menawarkan transaksi tidak sesuai aplikasi kalau kita tdk bersedia mereka batalkan perlu waktu yang cukup lama untuk mendapatkan driver,negatif
pelanggan kadang susah di hubungi di chat ditelpon tidak ada respon kita klakson blg tidak sopancoba pilihan tidak sopan harus ada keteranganapa masalahnya kalau tidak ada keterangan sebaiknya di hapusmasalahnya rata dari pelanggantidak merespon chat atau panggilan,netral
login verifikasi wajah bermasalah trus dengan alasan pencahayaan kurangterlalu terang foto udh pas gtu kok masih dibilang gelapketerangan jeeek gojekkk trus gw foto nya harus dimana didalam goapake lampu tembak biar terang sekalian ud kirim email blesnya cm sruh ikutin tutorial,negatif
pemilihan rute suka berubah dari metland puri ke puri indah mal aslinya harganya  ribuan udah pake diskon barusan pemilihan rute ke puri mal dari metland berubah terus jadinya harga lebih mahal jadi  ribuan harga awal  ribuan termasuk diskon tapi jadi  ribuan apaan ini aplikasi ngaco,negatif
mitra kalian benahi dulu buat area karesidenan solo saya akhir akhir ini sering pesan lewat gofood dan pasti ga pernah dapat driver buat antar makanan ini sebenarnya kenapa kalau ga bisa mending fitur gofood nya ditarik aja biar ga kerasa di php in,negatif
saya mau login kembali setelh hp rusak tapi gak bisa masuk padahal otpnya sudah benar minta pin padahal gak pernah daftar gojek pakai pin cuma otp aja,negatif
kemana mana selalu pake gojek tapi terakhir dapat driver yg bikin hilang mood pertama aku emang salah karena katanya aku yang bawa  anak harusnya pilih gojek l dan aku gak ngerti ditengah jalan driver terus ngomong katanya rate aku udah jelek padahal orderan udah d atas  gak ngerti padahal tiap bayar selalu dilebihin dan kayaknya baik baik aja hal sepele tapi gak suka sama cara drivernya mau kasih rate  ke drivernya juga kasiancukup sampai kemarin jadi pengguna gojek,negatif
mau bayar tagihan gopay latter udah jatuh tempotapi loading mulupadahal wiffi internet bagusnyoba pake data ttp loading gie mna ini solusi nyananti giliran telat saya kena dendamau di bayar tapi gak bisa loading mulu tolong di perbaiki gopay nya,negatif
suka si dengan beberapa driver tapi banyak juga driver yg gak friendly alhasil diem dieman kita juga bisa liat mana yg asik drivernya mana yg enggaksmga kedepannya smua driver gak ada yg mukanya cembrut lagi wkwk,netral
sangat membantu manusia malas keluar seperti saya ini disaat lapar sekali terutama ada layanan gofood yang membuat pola makan saya tetap terjaga,positif
tiap pesan gocar selalu dicancel padahal bukan pakai gocar hemat tapi gocar biasa ga tau knp akun saya ga bisa pesan gocar selalu ga berhasil alhasil saya memakai aplikasi lain grb untuk memesan mobil sangat kecewa,negatif
makin ke sini makin susah nyari driver😭 nggak ada yg mau bawa karena argo terlalu murah 😭 giliran pas dapet driver minta cancel padahal buat perjalanan kantor akhirnya pakai yg aplikasi grab 😭 menurut saya sih argo normal aja nggak usah diturunkan malah bikin sepi order😭,negatif
udh bagus tp tolong lah klo mau pesen sesuatu tombol pembayaran nya jangan sekali pencet bikin x tap kyk apakah anda yakin pembayaran ini jd gk gampang kepencet gak sengaja  tiba pesan  gak bisa dicancel  saldo kepotong,negatif
satt minta update mulu sekali diupdate aplikasi ngblank putih lemot oyy jek jangan nyusahin pelanggan lah gua mau bayar tagihan nih perbaiki app nya kalu dah bagus ntar gua balikin bintang lima nya ok,negatif
aplikasi ini makin hari makin gak waras sudah konsumen diambil  untuk biaya aplikasi katanya driver juga kenapa potongan masih juga banyak iklan berseliweran di aplikasinya benerbener kepengin kaya sendiri,negatif
hari ini order terakhir saya dgn gojek saya pastikan akan saya hapus aplikasi ini saya pelanggan lama dan saya lihat udh ga ada lagi promo utk customer dan ongkir yg mahal padahal sya tau pedapatan mitra ga sebanding kapok sudah dan semoga makin baik ke depannya kompetiter anda jauh lbh baik dlm hal promo,negatif
sangat membantu bagi yang mau berangkat mendadak dan saat ini pancarian nya akursat semoga selamanya lebih di tingkatkan lagi,positif
pesanan kurang tapi malah dikembaliin dana harga pesanannya terus kalo pesen lagi ongkir lagi dong hadehh  ga gitu juga lah penanganan nya minta toong diperjalas lagi soal penanganan seperti ini,negatif
saya pakai go ride dan kereta hampir setiap hari lalu sekarang gojek sering promo model barunya yaitu dlgo transit saat di coba fiturnya jauh lebih jelek dari tiket kereta yang sebelumnya dulu kalau mau edit rute kereta bisa sekarang kalau sudah di pesan tidak bisa ganti jujur saya dari bekasi ke jakarta kadang rute di sesuaikan dari kereta yang datang duluansenenmanggarai jadi ini aplikasi update bukannya makin bagus fiturnya makin jelek,negatif
lama gak bisa diandalkan saat lagi butuh cepat gara topup saldo belum masuk harus nunggu  hari sering banget kendala seperti ini kenapa ya sistemnya lama penanganannya kenapa keseringan topup saldo belum berubah,negatif
